01	R	500	101	S1	12
01	R	501	101	S1	10
01	R	502	102	S1	11
01	R	503	102	S1	12
01	R	504	103	S1	19
01	R	505	103	S1	4
01	R	506	104	S1	18
01	R	507	104	S1	17
01	R	508	105	S1	16
01	R	509	105	S1	13
01	R	511	106	S1	0
01	R	512	107	S1	3
01	R	513	108	S1	12
01	R	514	109	S1	12
01	R	515	110	S1	14
01	R	516	111	S1	16
01	R	517	112	S1	04
01	S	518	113	S1	20
01	S	519	114	S1	7
01	S	520	115	S1	3
01	S	521	116	S1	18
01	S	522	117	S1	15
01	S	523	118	S1	19
02	R	500	101	S1	20
02	R	501	101	S1	13
02	R	502	102	S1	16
02	R	503	102	S1	20
02	R	504	103	S1	18
02	R	505	103	S1	17
02	R	506	104	S1	18
02	R	507	104	S1	15
02	R	508	105	S1	20
02	R	509	105	S1	14
02	R	511	106	S1	18
02	R	512	107	S1	20
02	R	513	108	S1	15
02	R	514	109	S1	18
02	R	515	110	S1	14
02	R	516	111	S1	16
02	R	517	112	S1	14
02	S	518	113	S1	20
02	S	519	114	S1	20
02	S	520	115	S1	20
02	S	521	116	S1	20
02	S	522	117	S1	20
02	S	523	118	S1	12
03	R	500	101	S1	12
03	R	501	101	S1	10
03	R	502	102	S1	13
03	R	503	102	S1	12
03	R	504	103	S1	9
03	R	505	103	S1	14
03	R	506	104	S1	18
03	R	507	104	S1	17
03	R	508	105	S1	16
03	R	509	105	S1	13
03	R	511	106	S1	10
03	R	512	107	S1	13
03	R	513	108	S1	12
03	R	514	109	S1	12
03	R	515	110	S1	14
03	R	516	111	S1	16
03	R	517	112	S1	4
03	S	518	113	S1	20
03	S	519	114	S1	17
03	S	520	115	S1	13
03	S	521	116	S1	14
03	S	522	117	S1	15
03	S	523	118	S1	10
04	R	500	101	S1	2
04	R	501	101	S1	10
04	R	502	102	S1	1
04	R	503	102	S1	2
04	R	504	103	S1	9
04	R	505	103	S1	4
04	R	506	104	S1	8
04	R	507	104	S1	7
04	R	508	105	S1	0
04	R	509	105	S1	13
04	R	511	106	S1	0
04	R	512	107	S1	3
04	R	513	108	S1	2
04	R	514	109	S1	11
04	R	515	110	S1	4
04	R	516	111	S1	0
04	R	517	112	S1	4
04	S	518	113	S1	0
04	S	519	114	S1	7
04	S	520	115	S1	3
04	S	521	116	S1	4
04	S	522	117	S1	0
04	S	523	118	S1	16
05	R	500	101	S1	10
05	R	501	101	S1	12
05	R	502	102	S1	07
05	R	503	102	S1	08
05	R	504	103	S1	16
05	R	505	103	S1	03
05	R	506	104	S1	17
05	R	507	104	S1	09
05	R	508	105	S1	05
05	R	509	105	S1	13
05	R	511	106	S1	11
05	R	512	107	S1	14
05	R	513	108	S1	06
05	R	514	109	S1	01
05	R	515	110	S1	18
05	R	516	111	S1	20
05	R	517	112	S1	09
05	S	518	113	S1	14
05	S	519	114	S1	07
05	S	520	115	S1	10
05	S	521	116	S1	19
05	S	522	117	S1	08
05	S	523	118	S1	5
06	R	500	101	S1	10
06	R	501	101	S1	17
06	R	502	102	S1	03
06	R	503	102	S1	13
06	R	504	103	S1	05
06	R	505	103	S1	19
06	R	506	104	S1	08
06	R	507	104	S1	12
06	R	508	105	S1	16
06	R	509	105	S1	02
06	R	511	106	S1	07
06	R	512	107	S1	18
06	R	513	108	S1	04
06	R	514	109	S1	15
06	R	515	110	S1	01
06	R	516	111	S1	09
06	R	517	112	S1	14
06	S	518	113	S1	20
06	S	519	114	S1	06
06	S	520	115	S1	10
06	S	521	116	S1	16
06	S	522	117	S1	05
06	S	523	118	S1	8
07	R	500	101	S1	19
07	R	501	101	S1	14
07	R	502	102	S1	08
07	R	503	102	S1	16
07	R	504	103	S1	02
07	R	505	103	S1	10
07	R	506	104	S1	17
07	R	507	104	S1	11
07	R	508	105	S1	06
07	R	509	105	S1	13
07	R	511	106	S1	15
07	R	512	107	S1	12
07	R	513	108	S1	01
07	R	514	109	S1	09
07	R	515	110	S1	20
07	R	516	111	S1	05
07	R	517	112	S1	18
07	S	518	113	S1	03
07	S	519	114	S1	07
07	S	520	115	S1	14
07	S	521	116	S1	16
07	S	522	117	S1	20
07	S	523	118	S1	3
08	R	500	101	S1	02
08	R	501	101	S1	12
08	R	502	102	S1	07
08	R	503	102	S1	20
08	R	504	103	S1	05
